Date,Year,Month Number,Month,Month & Year,Mon & Year
15-Jun-90,1990,6,June,Jun-90,Jun-90
16-Jun-90,1990,6,June,Jun-90,Jun-90
17-Jun-90,1990,6,June,Jun-90,Jun-90
18-Jun-90,1990,6,June,Jun-90,Jun-90
19-Jun-90,1990,6,June,Jun-90,Jun-90
20-Jun-90,1990,6,June,Jun-90,Jun-90
21-Jun-90,1990,6,June,Jun-90,Jun-90
22-Jun-90,1990,6,June,Jun-90,Jun-90
23-Jun-90,1990,6,June,Jun-90,Jun-90
24-Jun-90,1990,6,June,Jun-90,Jun-90
25-Jun-90,1990,6,June,Jun-90,Jun-90
26-Jun-90,1990,6,June,Jun-90,Jun-90
27-Jun-90,1990,6,June,Jun-90,Jun-90
28-Jun-90,1990,6,June,Jun-90,Jun-90
29-Jun-90,1990,6,June,Jun-90,Jun-90
30-Jun-90,1990,6,June,Jun-90,Jun-90
1-Jul-90,1990,7,July,Jul-90,Jul-90
2-Jul-90,1990,7,July,Jul-90,Jul-90
3-Jul-90,1990,7,July,Jul-90,Jul-90
4-Jul-90,1990,7,July,Jul-90,Jul-90
5-Jul-90,1990,7,July,Jul-90,Jul-90
6-Jul-90,1990,7,July,Jul-90,Jul-90
7-Jul-90,1990,7,July,Jul-90,Jul-90
8-Jul-90,1990,7,July,Jul-90,Jul-90
9-Jul-90,1990,7,July,Jul-90,Jul-90
10-Jul-90,1990,7,July,Jul-90,Jul-90
11-Jul-90,1990,7,July,Jul-90,Jul-90
12-Jul-90,1990,7,July,Jul-90,Jul-90
13-Jul-90,1990,7,July,Jul-90,Jul-90
14-Jul-90,1990,7,July,Jul-90,Jul-90
15-Jul-90,1990,7,July,Jul-90,Jul-90
16-Jul-90,1990,7,July,Jul-90,Jul-90
17-Jul-90,1990,7,July,Jul-90,Jul-90
18-Jul-90,1990,7,July,Jul-90,Jul-90
19-Jul-90,1990,7,July,Jul-90,Jul-90
20-Jul-90,1990,7,July,Jul-90,Jul-90
21-Jul-90,1990,7,July,Jul-90,Jul-90
22-Jul-90,1990,7,July,Jul-90,Jul-90
23-Jul-90,1990,7,July,Jul-90,Jul-90
24-Jul-90,1990,7,July,Jul-90,Jul-90
25-Jul-90,1990,7,July,Jul-90,Jul-90
26-Jul-90,1990,7,July,Jul-90,Jul-90
27-Jul-90,1990,7,July,Jul-90,Jul-90
28-Jul-90,1990,7,July,Jul-90,Jul-90
29-Jul-90,1990,7,July,Jul-90,Jul-90
30-Jul-90,1990,7,July,Jul-90,Jul-90
31-Jul-90,1990,7,July,Jul-90,Jul-90
1-Aug-90,1990,8,August,Aug-90,Aug-90
2-Aug-90,1990,8,August,Aug-90,Aug-90
3-Aug-90,1990,8,August,Aug-90,Aug-90
4-Aug-90,1990,8,August,Aug-90,Aug-90
5-Aug-90,1990,8,August,Aug-90,Aug-90
6-Aug-90,1990,8,August,Aug-90,Aug-90
7-Aug-90,1990,8,August,Aug-90,Aug-90
8-Aug-90,1990,8,August,Aug-90,Aug-90
9-Aug-90,1990,8,August,Aug-90,Aug-90
10-Aug-90,1990,8,August,Aug-90,Aug-90
11-Aug-90,1990,8,August,Aug-90,Aug-90
12-Aug-90,1990,8,August,Aug-90,Aug-90
13-Aug-90,1990,8,August,Aug-90,Aug-90
14-Aug-90,1990,8,August,Aug-90,Aug-90
15-Aug-90,1990,8,August,Aug-90,Aug-90
16-Aug-90,1990,8,August,Aug-90,Aug-90
17-Aug-90,1990,8,August,Aug-90,Aug-90
18-Aug-90,1990,8,August,Aug-90,Aug-90
19-Aug-90,1990,8,August,Aug-90,Aug-90
20-Aug-90,1990,8,August,Aug-90,Aug-90
21-Aug-90,1990,8,August,Aug-90,Aug-90
22-Aug-90,1990,8,August,Aug-90,Aug-90
23-Aug-90,1990,8,August,Aug-90,Aug-90
24-Aug-90,1990,8,August,Aug-90,Aug-90
25-Aug-90,1990,8,August,Aug-90,Aug-90
26-Aug-90,1990,8,August,Aug-90,Aug-90
27-Aug-90,1990,8,August,Aug-90,Aug-90
28-Aug-90,1990,8,August,Aug-90,Aug-90
29-Aug-90,1990,8,August,Aug-90,Aug-90
30-Aug-90,1990,8,August,Aug-90,Aug-90
31-Aug-90,1990,8,August,Aug-90,Aug-90
1-Sep-90,1990,9,September,Sep-90,Sep-90
2-Sep-90,1990,9,September,Sep-90,Sep-90
3-Sep-90,1990,9,September,Sep-90,Sep-90
4-Sep-90,1990,9,September,Sep-90,Sep-90
5-Sep-90,1990,9,September,Sep-90,Sep-90
6-Sep-90,1990,9,September,Sep-90,Sep-90
7-Sep-90,1990,9,September,Sep-90,Sep-90
8-Sep-90,1990,9,September,Sep-90,Sep-90
9-Sep-90,1990,9,September,Sep-90,Sep-90
10-Sep-90,1990,9,September,Sep-90,Sep-90
11-Sep-90,1990,9,September,Sep-90,Sep-90
12-Sep-90,1990,9,September,Sep-90,Sep-90
13-Sep-90,1990,9,September,Sep-90,Sep-90
14-Sep-90,1990,9,September,Sep-90,Sep-90
15-Sep-90,1990,9,September,Sep-90,Sep-90
16-Sep-90,1990,9,September,Sep-90,Sep-90
17-Sep-90,1990,9,September,Sep-90,Sep-90
18-Sep-90,1990,9,September,Sep-90,Sep-90
19-Sep-90,1990,9,September,Sep-90,Sep-90
20-Sep-90,1990,9,September,Sep-90,Sep-90
21-Sep-90,1990,9,September,Sep-90,Sep-90
22-Sep-90,1990,9,September,Sep-90,Sep-90
23-Sep-90,1990,9,September,Sep-90,Sep-90
24-Sep-90,1990,9,September,Sep-90,Sep-90
25-Sep-90,1990,9,September,Sep-90,Sep-90
26-Sep-90,1990,9,September,Sep-90,Sep-90
27-Sep-90,1990,9,September,Sep-90,Sep-90
28-Sep-90,1990,9,September,Sep-90,Sep-90
29-Sep-90,1990,9,September,Sep-90,Sep-90
30-Sep-90,1990,9,September,Sep-90,Sep-90
1-Oct-90,1990,10,October,Oct-90,Oct-90
2-Oct-90,1990,10,October,Oct-90,Oct-90
3-Oct-90,1990,10,October,Oct-90,Oct-90
4-Oct-90,1990,10,October,Oct-90,Oct-90
5-Oct-90,1990,10,October,Oct-90,Oct-90
6-Oct-90,1990,10,October,Oct-90,Oct-90
7-Oct-90,1990,10,October,Oct-90,Oct-90
8-Oct-90,1990,10,October,Oct-90,Oct-90
9-Oct-90,1990,10,October,Oct-90,Oct-90
10-Oct-90,1990,10,October,Oct-90,Oct-90
11-Oct-90,1990,10,October,Oct-90,Oct-90
12-Oct-90,1990,10,October,Oct-90,Oct-90
13-Oct-90,1990,10,October,Oct-90,Oct-90
14-Oct-90,1990,10,October,Oct-90,Oct-90
15-Oct-90,1990,10,October,Oct-90,Oct-90
16-Oct-90,1990,10,October,Oct-90,Oct-90
17-Oct-90,1990,10,October,Oct-90,Oct-90
18-Oct-90,1990,10,October,Oct-90,Oct-90
19-Oct-90,1990,10,October,Oct-90,Oct-90
20-Oct-90,1990,10,October,Oct-90,Oct-90
21-Oct-90,1990,10,October,Oct-90,Oct-90
22-Oct-90,1990,10,October,Oct-90,Oct-90
23-Oct-90,1990,10,October,Oct-90,Oct-90
24-Oct-90,1990,10,October,Oct-90,Oct-90
25-Oct-90,1990,10,October,Oct-90,Oct-90
26-Oct-90,1990,10,October,Oct-90,Oct-90
27-Oct-90,1990,10,October,Oct-90,Oct-90
28-Oct-90,1990,10,October,Oct-90,Oct-90
29-Oct-90,1990,10,October,Oct-90,Oct-90
30-Oct-90,1990,10,October,Oct-90,Oct-90
31-Oct-90,1990,10,October,Oct-90,Oct-90
1-Nov-90,1990,11,November,Nov-90,Nov-90
2-Nov-90,1990,11,November,Nov-90,Nov-90
3-Nov-90,1990,11,November,Nov-90,Nov-90
4-Nov-90,1990,11,November,Nov-90,Nov-90
5-Nov-90,1990,11,November,Nov-90,Nov-90
6-Nov-90,1990,11,November,Nov-90,Nov-90
7-Nov-90,1990,11,November,Nov-90,Nov-90
8-Nov-90,1990,11,November,Nov-90,Nov-90
9-Nov-90,1990,11,November,Nov-90,Nov-90
10-Nov-90,1990,11,November,Nov-90,Nov-90
11-Nov-90,1990,11,November,Nov-90,Nov-90
12-Nov-90,1990,11,November,Nov-90,Nov-90
13-Nov-90,1990,11,November,Nov-90,Nov-90
14-Nov-90,1990,11,November,Nov-90,Nov-90
15-Nov-90,1990,11,November,Nov-90,Nov-90
16-Nov-90,1990,11,November,Nov-90,Nov-90
17-Nov-90,1990,11,November,Nov-90,Nov-90
18-Nov-90,1990,11,November,Nov-90,Nov-90
19-Nov-90,1990,11,November,Nov-90,Nov-90
20-Nov-90,1990,11,November,Nov-90,Nov-90
21-Nov-90,1990,11,November,Nov-90,Nov-90
22-Nov-90,1990,11,November,Nov-90,Nov-90
23-Nov-90,1990,11,November,Nov-90,Nov-90
24-Nov-90,1990,11,November,Nov-90,Nov-90
25-Nov-90,1990,11,November,Nov-90,Nov-90
26-Nov-90,1990,11,November,Nov-90,Nov-90
27-Nov-90,1990,11,November,Nov-90,Nov-90
28-Nov-90,1990,11,November,Nov-90,Nov-90
29-Nov-90,1990,11,November,Nov-90,Nov-90
30-Nov-90,1990,11,November,Nov-90,Nov-90
1-Dec-90,1990,12,December,Dec-90,Dec-90
2-Dec-90,1990,12,December,Dec-90,Dec-90
3-Dec-90,1990,12,December,Dec-90,Dec-90
4-Dec-90,1990,12,December,Dec-90,Dec-90
5-Dec-90,1990,12,December,Dec-90,Dec-90
6-Dec-90,1990,12,December,Dec-90,Dec-90
7-Dec-90,1990,12,December,Dec-90,Dec-90
8-Dec-90,1990,12,December,Dec-90,Dec-90
9-Dec-90,1990,12,December,Dec-90,Dec-90
10-Dec-90,1990,12,December,Dec-90,Dec-90
11-Dec-90,1990,12,December,Dec-90,Dec-90
12-Dec-90,1990,12,December,Dec-90,Dec-90
13-Dec-90,1990,12,December,Dec-90,Dec-90
14-Dec-90,1990,12,December,Dec-90,Dec-90
15-Dec-90,1990,12,December,Dec-90,Dec-90
16-Dec-90,1990,12,December,Dec-90,Dec-90
17-Dec-90,1990,12,December,Dec-90,Dec-90
18-Dec-90,1990,12,December,Dec-90,Dec-90
19-Dec-90,1990,12,December,Dec-90,Dec-90
20-Dec-90,1990,12,December,Dec-90,Dec-90
21-Dec-90,1990,12,December,Dec-90,Dec-90
22-Dec-90,1990,12,December,Dec-90,Dec-90
23-Dec-90,1990,12,December,Dec-90,Dec-90
24-Dec-90,1990,12,December,Dec-90,Dec-90
25-Dec-90,1990,12,December,Dec-90,Dec-90
26-Dec-90,1990,12,December,Dec-90,Dec-90
27-Dec-90,1990,12,December,Dec-90,Dec-90
28-Dec-90,1990,12,December,Dec-90,Dec-90
29-Dec-90,1990,12,December,Dec-90,Dec-90
30-Dec-90,1990,12,December,Dec-90,Dec-90
31-Dec-90,1990,12,December,Dec-90,Dec-90
1-Jan-91,1991,1,January,Jan-91,Jan-91
2-Jan-91,1991,1,January,Jan-91,Jan-91
3-Jan-91,1991,1,January,Jan-91,Jan-91
4-Jan-91,1991,1,January,Jan-91,Jan-91
5-Jan-91,1991,1,January,Jan-91,Jan-91
6-Jan-91,1991,1,January,Jan-91,Jan-91
7-Jan-91,1991,1,January,Jan-91,Jan-91
8-Jan-91,1991,1,January,Jan-91,Jan-91
9-Jan-91,1991,1,January,Jan-91,Jan-91
10-Jan-91,1991,1,January,Jan-91,Jan-91
11-Jan-91,1991,1,January,Jan-91,Jan-91
12-Jan-91,1991,1,January,Jan-91,Jan-91
13-Jan-91,1991,1,January,Jan-91,Jan-91
14-Jan-91,1991,1,January,Jan-91,Jan-91
15-Jan-91,1991,1,January,Jan-91,Jan-91
16-Jan-91,1991,1,January,Jan-91,Jan-91
17-Jan-91,1991,1,January,Jan-91,Jan-91
18-Jan-91,1991,1,January,Jan-91,Jan-91
19-Jan-91,1991,1,January,Jan-91,Jan-91
20-Jan-91,1991,1,January,Jan-91,Jan-91
21-Jan-91,1991,1,January,Jan-91,Jan-91
22-Jan-91,1991,1,January,Jan-91,Jan-91
23-Jan-91,1991,1,January,Jan-91,Jan-91
24-Jan-91,1991,1,January,Jan-91,Jan-91
25-Jan-91,1991,1,January,Jan-91,Jan-91
26-Jan-91,1991,1,January,Jan-91,Jan-91
27-Jan-91,1991,1,January,Jan-91,Jan-91
28-Jan-91,1991,1,January,Jan-91,Jan-91
29-Jan-91,1991,1,January,Jan-91,Jan-91
30-Jan-91,1991,1,January,Jan-91,Jan-91
31-Jan-91,1991,1,January,Jan-91,Jan-91
1-Feb-91,1991,2,February,Feb-91,Feb-91
2-Feb-91,1991,2,February,Feb-91,Feb-91
3-Feb-91,1991,2,February,Feb-91,Feb-91
4-Feb-91,1991,2,February,Feb-91,Feb-91
5-Feb-91,1991,2,February,Feb-91,Feb-91
6-Feb-91,1991,2,February,Feb-91,Feb-91
7-Feb-91,1991,2,February,Feb-91,Feb-91
8-Feb-91,1991,2,February,Feb-91,Feb-91
9-Feb-91,1991,2,February,Feb-91,Feb-91
10-Feb-91,1991,2,February,Feb-91,Feb-91
11-Feb-91,1991,2,February,Feb-91,Feb-91
12-Feb-91,1991,2,February,Feb-91,Feb-91
13-Feb-91,1991,2,February,Feb-91,Feb-91
14-Feb-91,1991,2,February,Feb-91,Feb-91
15-Feb-91,1991,2,February,Feb-91,Feb-91
16-Feb-91,1991,2,February,Feb-91,Feb-91
17-Feb-91,1991,2,February,Feb-91,Feb-91
18-Feb-91,1991,2,February,Feb-91,Feb-91
19-Feb-91,1991,2,February,Feb-91,Feb-91
20-Feb-91,1991,2,February,Feb-91,Feb-91
21-Feb-91,1991,2,February,Feb-91,Feb-91
22-Feb-91,1991,2,February,Feb-91,Feb-91
23-Feb-91,1991,2,February,Feb-91,Feb-91
24-Feb-91,1991,2,February,Feb-91,Feb-91
25-Feb-91,1991,2,February,Feb-91,Feb-91
26-Feb-91,1991,2,February,Feb-91,Feb-91
27-Feb-91,1991,2,February,Feb-91,Feb-91
28-Feb-91,1991,2,February,Feb-91,Feb-91
1-Mar-91,1991,3,March,Mar-91,Mar-91
2-Mar-91,1991,3,March,Mar-91,Mar-91
3-Mar-91,1991,3,March,Mar-91,Mar-91
4-Mar-91,1991,3,March,Mar-91,Mar-91
5-Mar-91,1991,3,March,Mar-91,Mar-91
6-Mar-91,1991,3,March,Mar-91,Mar-91
7-Mar-91,1991,3,March,Mar-91,Mar-91
8-Mar-91,1991,3,March,Mar-91,Mar-91
9-Mar-91,1991,3,March,Mar-91,Mar-91
10-Mar-91,1991,3,March,Mar-91,Mar-91
11-Mar-91,1991,3,March,Mar-91,Mar-91
12-Mar-91,1991,3,March,Mar-91,Mar-91
13-Mar-91,1991,3,March,Mar-91,Mar-91
14-Mar-91,1991,3,March,Mar-91,Mar-91
15-Mar-91,1991,3,March,Mar-91,Mar-91
16-Mar-91,1991,3,March,Mar-91,Mar-91
17-Mar-91,1991,3,March,Mar-91,Mar-91
18-Mar-91,1991,3,March,Mar-91,Mar-91
19-Mar-91,1991,3,March,Mar-91,Mar-91
20-Mar-91,1991,3,March,Mar-91,Mar-91
21-Mar-91,1991,3,March,Mar-91,Mar-91
22-Mar-91,1991,3,March,Mar-91,Mar-91
23-Mar-91,1991,3,March,Mar-91,Mar-91
24-Mar-91,1991,3,March,Mar-91,Mar-91
25-Mar-91,1991,3,March,Mar-91,Mar-91
26-Mar-91,1991,3,March,Mar-91,Mar-91
27-Mar-91,1991,3,March,Mar-91,Mar-91
28-Mar-91,1991,3,March,Mar-91,Mar-91
29-Mar-91,1991,3,March,Mar-91,Mar-91
30-Mar-91,1991,3,March,Mar-91,Mar-91
31-Mar-91,1991,3,March,Mar-91,Mar-91
1-Apr-91,1991,4,April,Apr-91,Apr-91
2-Apr-91,1991,4,April,Apr-91,Apr-91
3-Apr-91,1991,4,April,Apr-91,Apr-91
4-Apr-91,1991,4,April,Apr-91,Apr-91
5-Apr-91,1991,4,April,Apr-91,Apr-91
6-Apr-91,1991,4,April,Apr-91,Apr-91
7-Apr-91,1991,4,April,Apr-91,Apr-91
8-Apr-91,1991,4,April,Apr-91,Apr-91
9-Apr-91,1991,4,April,Apr-91,Apr-91
10-Apr-91,1991,4,April,Apr-91,Apr-91
11-Apr-91,1991,4,April,Apr-91,Apr-91
12-Apr-91,1991,4,April,Apr-91,Apr-91
13-Apr-91,1991,4,April,Apr-91,Apr-91
14-Apr-91,1991,4,April,Apr-91,Apr-91
15-Apr-91,1991,4,April,Apr-91,Apr-91
16-Apr-91,1991,4,April,Apr-91,Apr-91
17-Apr-91,1991,4,April,Apr-91,Apr-91
18-Apr-91,1991,4,April,Apr-91,Apr-91
19-Apr-91,1991,4,April,Apr-91,Apr-91
20-Apr-91,1991,4,April,Apr-91,Apr-91
21-Apr-91,1991,4,April,Apr-91,Apr-91
22-Apr-91,1991,4,April,Apr-91,Apr-91
23-Apr-91,1991,4,April,Apr-91,Apr-91
24-Apr-91,1991,4,April,Apr-91,Apr-91
25-Apr-91,1991,4,April,Apr-91,Apr-91
26-Apr-91,1991,4,April,Apr-91,Apr-91
27-Apr-91,1991,4,April,Apr-91,Apr-91
28-Apr-91,1991,4,April,Apr-91,Apr-91
29-Apr-91,1991,4,April,Apr-91,Apr-91
30-Apr-91,1991,4,April,Apr-91,Apr-91
1-May-91,1991,5,May,May-91,May-91
2-May-91,1991,5,May,May-91,May-91
3-May-91,1991,5,May,May-91,May-91
4-May-91,1991,5,May,May-91,May-91
5-May-91,1991,5,May,May-91,May-91
6-May-91,1991,5,May,May-91,May-91
7-May-91,1991,5,May,May-91,May-91
8-May-91,1991,5,May,May-91,May-91
9-May-91,1991,5,May,May-91,May-91
10-May-91,1991,5,May,May-91,May-91
11-May-91,1991,5,May,May-91,May-91
12-May-91,1991,5,May,May-91,May-91
13-May-91,1991,5,May,May-91,May-91
14-May-91,1991,5,May,May-91,May-91
15-May-91,1991,5,May,May-91,May-91
16-May-91,1991,5,May,May-91,May-91
17-May-91,1991,5,May,May-91,May-91
18-May-91,1991,5,May,May-91,May-91
19-May-91,1991,5,May,May-91,May-91
20-May-91,1991,5,May,May-91,May-91
21-May-91,1991,5,May,May-91,May-91
22-May-91,1991,5,May,May-91,May-91
23-May-91,1991,5,May,May-91,May-91
24-May-91,1991,5,May,May-91,May-91
25-May-91,1991,5,May,May-91,May-91
26-May-91,1991,5,May,May-91,May-91
27-May-91,1991,5,May,May-91,May-91
28-May-91,1991,5,May,May-91,May-91
29-May-91,1991,5,May,May-91,May-91
30-May-91,1991,5,May,May-91,May-91
31-May-91,1991,5,May,May-91,May-91
1-Jun-91,1991,6,June,Jun-91,Jun-91
2-Jun-91,1991,6,June,Jun-91,Jun-91
3-Jun-91,1991,6,June,Jun-91,Jun-91
4-Jun-91,1991,6,June,Jun-91,Jun-91
5-Jun-91,1991,6,June,Jun-91,Jun-91
6-Jun-91,1991,6,June,Jun-91,Jun-91
7-Jun-91,1991,6,June,Jun-91,Jun-91
8-Jun-91,1991,6,June,Jun-91,Jun-91
9-Jun-91,1991,6,June,Jun-91,Jun-91
10-Jun-91,1991,6,June,Jun-91,Jun-91
11-Jun-91,1991,6,June,Jun-91,Jun-91
12-Jun-91,1991,6,June,Jun-91,Jun-91
13-Jun-91,1991,6,June,Jun-91,Jun-91
14-Jun-91,1991,6,June,Jun-91,Jun-91
15-Jun-91,1991,6,June,Jun-91,Jun-91
16-Jun-91,1991,6,June,Jun-91,Jun-91
17-Jun-91,1991,6,June,Jun-91,Jun-91
18-Jun-91,1991,6,June,Jun-91,Jun-91
19-Jun-91,1991,6,June,Jun-91,Jun-91
20-Jun-91,1991,6,June,Jun-91,Jun-91
21-Jun-91,1991,6,June,Jun-91,Jun-91
22-Jun-91,1991,6,June,Jun-91,Jun-91
23-Jun-91,1991,6,June,Jun-91,Jun-91
24-Jun-91,1991,6,June,Jun-91,Jun-91
25-Jun-91,1991,6,June,Jun-91,Jun-91
26-Jun-91,1991,6,June,Jun-91,Jun-91
27-Jun-91,1991,6,June,Jun-91,Jun-91
28-Jun-91,1991,6,June,Jun-91,Jun-91
29-Jun-91,1991,6,June,Jun-91,Jun-91
30-Jun-91,1991,6,June,Jun-91,Jun-91
1-Jul-91,1991,7,July,Jul-91,Jul-91
2-Jul-91,1991,7,July,Jul-91,Jul-91
3-Jul-91,1991,7,July,Jul-91,Jul-91
4-Jul-91,1991,7,July,Jul-91,Jul-91
5-Jul-91,1991,7,July,Jul-91,Jul-91
6-Jul-91,1991,7,July,Jul-91,Jul-91
7-Jul-91,1991,7,July,Jul-91,Jul-91
8-Jul-91,1991,7,July,Jul-91,Jul-91
9-Jul-91,1991,7,July,Jul-91,Jul-91
10-Jul-91,1991,7,July,Jul-91,Jul-91
11-Jul-91,1991,7,July,Jul-91,Jul-91
12-Jul-91,1991,7,July,Jul-91,Jul-91
13-Jul-91,1991,7,July,Jul-91,Jul-91
14-Jul-91,1991,7,July,Jul-91,Jul-91
15-Jul-91,1991,7,July,Jul-91,Jul-91
16-Jul-91,1991,7,July,Jul-91,Jul-91
17-Jul-91,1991,7,July,Jul-91,Jul-91
18-Jul-91,1991,7,July,Jul-91,Jul-91
19-Jul-91,1991,7,July,Jul-91,Jul-91
20-Jul-91,1991,7,July,Jul-91,Jul-91
21-Jul-91,1991,7,July,Jul-91,Jul-91
22-Jul-91,1991,7,July,Jul-91,Jul-91
23-Jul-91,1991,7,July,Jul-91,Jul-91
24-Jul-91,1991,7,July,Jul-91,Jul-91
25-Jul-91,1991,7,July,Jul-91,Jul-91
26-Jul-91,1991,7,July,Jul-91,Jul-91
27-Jul-91,1991,7,July,Jul-91,Jul-91
28-Jul-91,1991,7,July,Jul-91,Jul-91
29-Jul-91,1991,7,July,Jul-91,Jul-91
30-Jul-91,1991,7,July,Jul-91,Jul-91
31-Jul-91,1991,7,July,Jul-91,Jul-91
1-Aug-91,1991,8,August,Aug-91,Aug-91
2-Aug-91,1991,8,August,Aug-91,Aug-91
3-Aug-91,1991,8,August,Aug-91,Aug-91
4-Aug-91,1991,8,August,Aug-91,Aug-91
5-Aug-91,1991,8,August,Aug-91,Aug-91
6-Aug-91,1991,8,August,Aug-91,Aug-91
7-Aug-91,1991,8,August,Aug-91,Aug-91
8-Aug-91,1991,8,August,Aug-91,Aug-91
9-Aug-91,1991,8,August,Aug-91,Aug-91
10-Aug-91,1991,8,August,Aug-91,Aug-91
11-Aug-91,1991,8,August,Aug-91,Aug-91
12-Aug-91,1991,8,August,Aug-91,Aug-91
13-Aug-91,1991,8,August,Aug-91,Aug-91
14-Aug-91,1991,8,August,Aug-91,Aug-91
15-Aug-91,1991,8,August,Aug-91,Aug-91
16-Aug-91,1991,8,August,Aug-91,Aug-91
17-Aug-91,1991,8,August,Aug-91,Aug-91
18-Aug-91,1991,8,August,Aug-91,Aug-91
19-Aug-91,1991,8,August,Aug-91,Aug-91
20-Aug-91,1991,8,August,Aug-91,Aug-91
21-Aug-91,1991,8,August,Aug-91,Aug-91
22-Aug-91,1991,8,August,Aug-91,Aug-91
23-Aug-91,1991,8,August,Aug-91,Aug-91
24-Aug-91,1991,8,August,Aug-91,Aug-91
25-Aug-91,1991,8,August,Aug-91,Aug-91
26-Aug-91,1991,8,August,Aug-91,Aug-91
27-Aug-91,1991,8,August,Aug-91,Aug-91
28-Aug-91,1991,8,August,Aug-91,Aug-91
29-Aug-91,1991,8,August,Aug-91,Aug-91
30-Aug-91,1991,8,August,Aug-91,Aug-91
31-Aug-91,1991,8,August,Aug-91,Aug-91
1-Sep-91,1991,9,September,Sep-91,Sep-91
2-Sep-91,1991,9,September,Sep-91,Sep-91
3-Sep-91,1991,9,September,Sep-91,Sep-91
4-Sep-91,1991,9,September,Sep-91,Sep-91
5-Sep-91,1991,9,September,Sep-91,Sep-91
6-Sep-91,1991,9,September,Sep-91,Sep-91
7-Sep-91,1991,9,September,Sep-91,Sep-91
8-Sep-91,1991,9,September,Sep-91,Sep-91
9-Sep-91,1991,9,September,Sep-91,Sep-91
10-Sep-91,1991,9,September,Sep-91,Sep-91
11-Sep-91,1991,9,September,Sep-91,Sep-91
12-Sep-91,1991,9,September,Sep-91,Sep-91
13-Sep-91,1991,9,September,Sep-91,Sep-91
14-Sep-91,1991,9,September,Sep-91,Sep-91
15-Sep-91,1991,9,September,Sep-91,Sep-91
16-Sep-91,1991,9,September,Sep-91,Sep-91
17-Sep-91,1991,9,September,Sep-91,Sep-91
18-Sep-91,1991,9,September,Sep-91,Sep-91
19-Sep-91,1991,9,September,Sep-91,Sep-91
20-Sep-91,1991,9,September,Sep-91,Sep-91
21-Sep-91,1991,9,September,Sep-91,Sep-91
22-Sep-91,1991,9,September,Sep-91,Sep-91
23-Sep-91,1991,9,September,Sep-91,Sep-91
24-Sep-91,1991,9,September,Sep-91,Sep-91
25-Sep-91,1991,9,September,Sep-91,Sep-91
26-Sep-91,1991,9,September,Sep-91,Sep-91
27-Sep-91,1991,9,September,Sep-91,Sep-91
28-Sep-91,1991,9,September,Sep-91,Sep-91
29-Sep-91,1991,9,September,Sep-91,Sep-91
30-Sep-91,1991,9,September,Sep-91,Sep-91
1-Oct-91,1991,10,October,Oct-91,Oct-91
2-Oct-91,1991,10,October,Oct-91,Oct-91
3-Oct-91,1991,10,October,Oct-91,Oct-91
4-Oct-91,1991,10,October,Oct-91,Oct-91
5-Oct-91,1991,10,October,Oct-91,Oct-91
6-Oct-91,1991,10,October,Oct-91,Oct-91
7-Oct-91,1991,10,October,Oct-91,Oct-91
8-Oct-91,1991,10,October,Oct-91,Oct-91
9-Oct-91,1991,10,October,Oct-91,Oct-91
10-Oct-91,1991,10,October,Oct-91,Oct-91
11-Oct-91,1991,10,October,Oct-91,Oct-91
12-Oct-91,1991,10,October,Oct-91,Oct-91
13-Oct-91,1991,10,October,Oct-91,Oct-91
14-Oct-91,1991,10,October,Oct-91,Oct-91
15-Oct-91,1991,10,October,Oct-91,Oct-91
16-Oct-91,1991,10,October,Oct-91,Oct-91
17-Oct-91,1991,10,October,Oct-91,Oct-91
18-Oct-91,1991,10,October,Oct-91,Oct-91
19-Oct-91,1991,10,October,Oct-91,Oct-91
20-Oct-91,1991,10,October,Oct-91,Oct-91
21-Oct-91,1991,10,October,Oct-91,Oct-91
22-Oct-91,1991,10,October,Oct-91,Oct-91
23-Oct-91,1991,10,October,Oct-91,Oct-91
24-Oct-91,1991,10,October,Oct-91,Oct-91
25-Oct-91,1991,10,October,Oct-91,Oct-91
26-Oct-91,1991,10,October,Oct-91,Oct-91
27-Oct-91,1991,10,October,Oct-91,Oct-91
28-Oct-91,1991,10,October,Oct-91,Oct-91
29-Oct-91,1991,10,October,Oct-91,Oct-91
30-Oct-91,1991,10,October,Oct-91,Oct-91
31-Oct-91,1991,10,October,Oct-91,Oct-91
1-Nov-91,1991,11,November,Nov-91,Nov-91
2-Nov-91,1991,11,November,Nov-91,Nov-91
3-Nov-91,1991,11,November,Nov-91,Nov-91
4-Nov-91,1991,11,November,Nov-91,Nov-91
5-Nov-91,1991,11,November,Nov-91,Nov-91
6-Nov-91,1991,11,November,Nov-91,Nov-91
7-Nov-91,1991,11,November,Nov-91,Nov-91
8-Nov-91,1991,11,November,Nov-91,Nov-91
9-Nov-91,1991,11,November,Nov-91,Nov-91
10-Nov-91,1991,11,November,Nov-91,Nov-91
11-Nov-91,1991,11,November,Nov-91,Nov-91
12-Nov-91,1991,11,November,Nov-91,Nov-91
13-Nov-91,1991,11,November,Nov-91,Nov-91
14-Nov-91,1991,11,November,Nov-91,Nov-91
15-Nov-91,1991,11,November,Nov-91,Nov-91
16-Nov-91,1991,11,November,Nov-91,Nov-91
17-Nov-91,1991,11,November,Nov-91,Nov-91
18-Nov-91,1991,11,November,Nov-91,Nov-91
19-Nov-91,1991,11,November,Nov-91,Nov-91
20-Nov-91,1991,11,November,Nov-91,Nov-91
